date;216;389;390;613;644;796;934;1300;2483;2947;3028;3031;3098;3215;3499;4127;4313;4368;4400;4488;5347;5360;5480;5619;5699;6264;6313;7330;13700;13713
2017-04-16;0.17916666666666667;0.20833333333333334;0.09166666666666667;0.03333333333333333;0.07916666666666666;0.17916666666666667;0.09166666666666667;0.13749999999999998;0.18333333333333335;0.19583333333333333;0.17916666666666667;0.1416666666666667;0.14583333333333334;0.07083333333333335;0.09166666666666667;0.19583333333333333;0.125;0.024999999999999998;0.03333333333333333;0.08750000000000001;0.0375;0.024999999999999998;0.03333333333333333;0.15833333333333333;0.18333333333333335;0.07500000000000001;0.35000000000000003;0.08333333333333333;0.24999999999999997;0.22083333333333335
2017-04-17;0.6083333333333333;0.4875;0.4874999999999999;0.22916666666666666;0.15833333333333335;0.6416666666666666;0.14166666666666664;0.38749999999999996;0.5666666666666668;0.5;0.07916666666666668;0.2291666666666667;0.55;0.3166666666666666;0.4833333333333334;0.6749999999999999;0.35833333333333334;0.21666666666666667;0.22499999999999998;0.39999999999999997;0.14583333333333334;0.45416666666666666;0.22499999999999998;0.6958333333333334;0.33749999999999997;0.34583333333333327;0.5499999999999999;0.26666666666666666;0.4791666666666667;0.6791666666666666
2017-04-18;0.10833333333333335;0.21250000000000002;0.05833333333333335;0.0375;0.02916666666666667;0.07500000000000001;0.07083333333333333;0.17083333333333336;0.2208333333333333;0.17083333333333336;0.05416666666666667;0.05833333333333333;0.23333333333333336;0.17083333333333336;0.19166666666666665;0.075;0.25416666666666665;0.03333333333333333;0.024999999999999998;0.21250000000000005;0.06666666666666667;0.22499999999999998;0.11666666666666665;0.08333333333333333;0.07916666666666668;0.23333333333333336;0.11249999999999999;0.3083333333333333;0.10000000000000002;0.225
2017-04-19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-04-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-04-21;0.0;0.0;0.0;0.0;0.0;0.0;0.004166666666666667;0.0;0.0;0.0;0.004166666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008333333333333333;0.0;0.0;0.0;0.004166666666666667;0.0;0.012500000000000002;0.0;0.0;0.0;0.0;0.0
2017-04-22;0.09583333333333333;0.07083333333333335;0.0625;0.10416666666666667;0.09166666666666667;0.12083333333333333;0.07083333333333332;0.21666666666666667;0.20833333333333334;0.08750000000000001;0.10416666666666667;0.13333333333333333;0.1416666666666667;0.07916666666666666;0.13333333333333333;0.07916666666666668;0.2625;0.09999999999999999;0.14583333333333334;0.125;0.12499999999999999;0.3125;0.0625;0.14583333333333334;0.24583333333333335;0.22083333333333335;0.1416666666666667;0.19166666666666665;0.12083333333333333;0.15833333333333333
2017-04-23;0.0;0.012500000000000002;0.008333333333333333;0.012499999999999999;0.0;0.004166666666666667;0.0;0.008333333333333333;0.024999999999999998;0.004166666666666667;0.012500000000000002;0.008333333333333333;0.004166666666666667;0.012500000000000002;0.0;0.0;0.0;0.004166666666666667;0.0;0.008333333333333333;0.012499999999999999;0.0;0.0;0.004166666666666667;0.03333333333333333;0.008333333333333333;0.004166666666666667;0.0;0.004166666666666667;0.0
2017-04-24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
